AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
BW-3 Airfoil, Re=2.0 Million 198900, Smooth roughness, Fourth column is moment coefficient.
"...Mid Reynolds Number Airfoil Data...", UIUC-M. Allen, Viterna used with aspect ratio=6.75, no 3D correction used
  5            Number of airfoil tables in this file
  0.6        Table ID parameter (Reynolds number in millions).  For efficiency, make very large if only one table.
  11.00     Stall angle (deg)				
  -0.3689   Zero Cn angle of attack (deg)				
   6.9838   Cn slope for zero lift (dimensionless)				
   1.3857   Cn extrapolated to value at positive stall angle of attack				
  -0.8000   Cn at stall value for negative angle of attack				
   2.00     Angle of attack for minimum CD (deg)				
   0.0116   Minimum CD value				
-180.00    0.000   0.0100   0.0000				
-170.00    0.542   0.0100   0.4000				
-160.00    0.774   0.0100   0.3268				
-150.00    0.672   0.0634   0.2297				
-140.00    0.616   0.3038   0.2237				
-130.00    0.546   0.5647   0.2430				
-120.00    0.445   0.8179   0.2712				
-110.00    0.314   1.0368   0.2986				
-100.00    0.160   1.1991   0.3175				
 -90.00    0.000   1.2900   0.3225				
 -80.00   -0.160   1.1991   0.2869				
 -70.00   -0.314   1.0368   0.2422				
 -60.00   -0.445   0.8179   0.1942				
 -50.00   -0.546   0.5647   0.1487				
 -40.00   -0.616   0.3038   0.1098				
 -30.00   -0.672   0.0634   0.0773				
 -20.00   -0.774   0.0100   0.0388				
 -10.00   -0.414   0.0100  -0.0641				
  -5.00   -0.051   0.0100   0.0000				
  -4.00    0.075   0.0100   0.0000				
  -3.00    0.248   0.0100   0.0000				
  -2.00    0.347   0.0100   0.0000				
  -1.00    0.519   0.0100   0.0000				
   0.00    0.683   0.0100   0.0000
   1.00    0.816   0.0100   0.0000
   2.00    0.920   0.0100   0.0000
   3.00    1.041   0.0100   0.0000
   4.00    1.072   0.0100   0.0000
   5.00    1.152   0.0100   0.0000
   6.00    1.206   0.0100   0.0000
   7.00    1.257   0.0100   0.0000
   8.00    1.275   0.0100   0.0000
   9.00    1.318   0.0100   0.0000
  10.00    1.327   0.0100   0.0000
  11.00    1.290   0.0100   0.0000
  12.00    1.198   0.0100   0.0000
  13.00    1.185   0.0100   0.0000
  14.00    1.213   0.0100   0.0000
  15.00    1.204   0.0100   0.0000
  16.00    1.240   0.0100   0.0000
  20.00    1.106   0.0100  -0.0553
  30.00    0.960   0.0634  -0.1087
  40.00    0.880   0.3038  -0.1430
  50.00    0.780   0.5647  -0.1773
  60.00    0.636   0.8179  -0.2141
  70.00    0.448   1.0368  -0.2524

  1.0        Table ID parameter (Reynolds number in millions).  For efficiency, make very large if only one table.
  11.00     Stall angle (deg)				
  -0.3689   Zero Cn angle of attack (deg)				
   6.9838   Cn slope for zero lift (dimensionless)				
   1.3857   Cn extrapolated to value at positive stall angle of attack				
  -0.8000   Cn at stall value for negative angle of attack				
   2.00     Angle of attack for minimum CD (deg)				
   0.0116   Minimum CD value				
-180.00    0.000   0.0100   0.0000				
-170.00    0.512   0.0100   0.4000				
-160.00    0.736   0.0100   0.3108				
-150.00    0.650   0.0584   0.2216				
-140.00    0.602   0.2994   0.2193				
-130.00    0.538   0.5610   0.2405				
-120.00    0.441   0.8150   0.2699				
-110.00    0.312   1.0348   0.2979				
-100.00    0.160   1.1981   0.3172				
 -90.00    0.000   1.2900   0.3225				
 -80.00   -0.160   1.1981   0.2867				
 -70.00   -0.312   1.0348   0.2416				
 -60.00   -0.441   0.8150   0.1932				
 -50.00   -0.538   0.5610   0.1472				
 -40.00   -0.602   0.2994   0.1076				
 -30.00   -0.650   0.0584   0.0745				
 -20.00   -0.736   0.0100   0.0369				
 -10.00   -0.421   0.0100  -0.0652				
  -5.00   -0.128   0.0100   0.0000				
  -4.00    0.046   0.0100   0.0000				
  -3.00    0.231   0.0100   0.0000				
  -2.00    0.419   0.0100   0.0000				
  -1.00    0.586   0.0100   0.0000				
   0.00    0.733   0.0100   0.0000
   1.00    0.843   0.0100   0.0000
   2.00    0.926   0.0100   0.0000
   3.00    1.004   0.0100   0.0000
   4.00    1.077   0.0100   0.0000
   5.00    1.130   0.0100   0.0000
   6.00    1.193   0.0100   0.0000
   7.00    1.251   0.0100   0.0000
   8.00    1.304   0.0100   0.0000
   9.00    1.336   0.0100   0.0000
  10.00    1.353   0.0100   0.0000
  11.00    1.310   0.0100   0.0000
  12.00    1.177   0.0100   0.0000
  13.00    1.141   0.0100   0.0000
  14.00    1.148   0.0100   0.0000
  15.00    1.171   0.0100   0.0000
  16.00    1.169   0.0100   0.0000
  20.00    1.052   0.0100  -0.0526
  30.00    0.929   0.0584  -0.1049
  40.00    0.861   0.2994  -0.1402
  50.00    0.768   0.5610  -0.1753
  60.00    0.630   0.8150  -0.2129
  70.00    0.445   1.0348  -0.2518
  
  2.0        Table ID parameter (Reynolds number in millions).  For efficiency, make very large if only one table.
  11.00     Stall angle (deg)				
  -0.3689   Zero Cn angle of attack (deg)				
   6.9838   Cn slope for zero lift (dimensionless)				
   1.3857   Cn extrapolated to value at positive stall angle of attack				
  -0.8000   Cn at stall value for negative angle of attack				
   2.00     Angle of attack for minimum CD (deg)				
   0.0116   Minimum CD value				
-180.00    0.000   0.0100   0.0000				
-170.00    0.527   0.0100   0.4000				
-160.00    0.756   0.0100   0.3189				
-150.00    0.661   0.0507   0.2238				
-140.00    0.609   0.2926   0.2196				
-130.00    0.542   0.5553   0.2399				
-120.00    0.443   0.8106   0.2691				
-110.00    0.313   1.0317   0.2972				
-100.00    0.160   1.1966   0.3168				
 -90.00    0.000   1.2900   0.3225				
 -80.00   -0.160   1.1966   0.2863				
 -70.00   -0.313   1.0317   0.2410				
 -60.00   -0.443   0.8106   0.1927				
 -50.00   -0.542   0.5553   0.1469				
 -40.00   -0.609   0.2926   0.1077				
 -30.00   -0.661   0.0507   0.0753				
 -20.00   -0.756   0.0100   0.0378				
 -10.00   -0.367   0.0100  -0.0569				
  -5.00    0.042   0.0100   0.0000				
  -4.00    0.261   0.0100   0.0000				
  -3.00    0.453   0.0100   0.0000				
  -2.00    0.600   0.0100   0.0000				
  -1.00    0.707   0.0100   0.0000				
   0.00    0.803   0.0100   0.0000
   1.00    0.901   0.0100   0.0000
   2.00    0.995   0.0100   0.0000
   3.00    1.072   0.0100   0.0000
   4.00    1.136   0.0100   0.0000
   5.00    1.205   0.0100   0.0000
   6.00    1.267   0.0100   0.0000
   7.00    1.323   0.0100   0.0000
   8.00    1.371   0.0100   0.0000
   9.00    1.409   0.0100   0.0000
  10.00    1.373   0.0100   0.0000
  11.00    1.292   0.0100   0.0000
  12.00    1.225   0.0100   0.0000
  13.00    1.178   0.0100   0.0000
  14.00    1.179   0.0100   0.0000
  15.00    1.191   0.0100   0.0000
  16.00    1.205   0.0100   0.0000
  20.00    1.079   0.0100  -0.0540
  30.00    0.945   0.0507  -0.1062
  40.00    0.870   0.2926  -0.1407
  50.00    0.774   0.5553  -0.1752
  60.00    0.633   0.8106  -0.2125
  70.00    0.447   1.0317  -0.2513

  3.0        Table ID parameter (Reynolds number in millions).  For efficiency, make very large if only one table.
    11.00     Stall angle (deg)				
  -0.3689   Zero Cn angle of attack (deg)				
   6.9838   Cn slope for zero lift (dimensionless)				
   1.3857   Cn extrapolated to value at positive stall angle of attack				
  -0.8000   Cn at stall value for negative angle of attack				
   2.00     Angle of attack for minimum CD (deg)				
   0.0116   Minimum CD value				
-180.00    0.000   0.0100   0.0000				
-170.00    0.637   0.0100   0.4000				
-160.00    0.741   0.0100   0.2950				
-150.00    0.653   0.0816   0.2171				
-140.00    0.604   0.3199   0.2168				
-130.00    0.539   0.5782   0.2386				
-120.00    0.441   0.8284   0.2683				
-110.00    0.312   1.0440   0.2966				
-100.00    0.160   1.2028   0.3164				
 -90.00    0.000   1.2900   0.3225				
 -80.00   -0.160   1.2028   0.2897				
 -70.00   -0.312   1.0440   0.2472				
 -60.00   -0.441   0.8284   0.2008				
 -50.00   -0.539   0.5782   0.1560				
 -40.00   -0.604   0.3199   0.1175				
 -30.00   -0.653   0.0816   0.0861				
 -20.00   -0.741   0.0100   0.0551				
 -10.00   -0.536   0.0100  -0.0548				
  -3.00    0.123   0.0100   0.0000				
  -2.00    0.332   0.0100   0.0000				
  -1.00    0.483   0.0100   0.0000				
   0.00    0.600   0.0100   0.0000				
   1.00    0.712   0.0100   0.0000				
   2.00    0.819   0.0100   0.0000
   3.00    0.924   0.0100   0.0000
   4.00    1.013   0.0100   0.0000
   5.00    1.085   0.0100   0.0000
   6.00    1.158   0.0100   0.0000
   7.00    1.233   0.0100   0.0000
   8.00    1.298   0.0100   0.0000
   9.00    1.352   0.0100   0.0000
  10.00    1.411   0.0100   0.0000
  11.00    1.440   0.0100   0.0000
  12.00    1.400   0.0100   0.0000
  13.00    1.331   0.0100   0.0000
  14.00    1.275   0.0100   0.0000
  20.00    1.059   0.0100  -0.0786
  30.00    0.933   0.0816  -0.1206
  40.00    0.863   0.3199  -0.1523
  50.00    0.770   0.5782  -0.1854
  60.00    0.631   0.8284  -0.2210
  70.00    0.446   1.0440  -0.2576
  80.00    0.228   1.2028  -0.2926
  90.00    0.000   1.2900  -0.3225
 100.00   -0.160   1.2028  -0.3164
 110.00   -0.312   1.0440  -0.2966

  4.0        Table ID parameter (Reynolds number in millions).  For efficiency, make very large if only one table.
    11.00     Stall angle (deg)				
  -0.3689   Zero Cn angle of attack (deg)				
   6.9838   Cn slope for zero lift (dimensionless)				
   1.3857   Cn extrapolated to value at positive stall angle of attack				
  -0.8000   Cn at stall value for negative angle of attack				
   2.00     Angle of attack for minimum CD (deg)				
   0.0116   Minimum CD value				
-180.00    0.000   0.0100   0.0000				
-170.00    0.821   0.0100   0.4000				
-160.00    0.740   0.0100   0.2767				
-150.00    0.652   0.1394   0.2171				
-140.00    0.604   0.3711   0.2196				
-130.00    0.539   0.6211   0.2422				
-120.00    0.441   0.8618   0.2714				
-110.00    0.312   1.0668   0.2987				
-100.00    0.160   1.2144   0.3174				
 -90.00    0.000   1.2900   0.3225				
 -80.00   -0.160   1.2144   0.2945				
 -70.00   -0.312   1.0668   0.2558				
 -60.00   -0.441   0.8618   0.2121				
 -50.00   -0.539   0.6211   0.1688				
 -40.00   -0.604   0.3711   0.1308				
 -30.00   -0.652   0.1394   0.1002				
 -20.00   -0.740   0.0100   0.0727				
 -10.00   -0.734   0.0100  -0.0372				
  -3.00    0.205   0.0100   0.0000				
  -2.00    0.370   0.0100   0.0000				
  -1.00    0.501   0.0100   0.0000				
   0.00    0.622   0.0100   0.0000				
   1.00    0.734   0.0100   0.0000				
   2.00    0.844   0.0100   0.0000
   3.00    0.945   0.0100   0.0000
   4.00    1.027   0.0100   0.0000
   5.00    1.100   0.0100   0.0000
   6.00    1.184   0.0100   0.0000
   7.00    1.251   0.0100   0.0000
   8.00    1.319   0.0100   0.0000
   9.00    1.378   0.0100   0.0000
  10.00    1.434   0.0100   0.0000
  11.00    1.434   0.0100   0.0000
  12.00    1.407   0.0100   0.0000
  20.00    1.057   0.0100  -0.1037
  30.00    0.932   0.1394  -0.1385
  40.00    0.862   0.3711  -0.1678
  50.00    0.769   0.6211  -0.1993
